amount,amount_to_average_ratio,new_recipient,recipient_transaction_count,transaction_velocity,hour_of_day,day_of_week,historical_average,historical_std,recent_suspicious_call,recent_suspicious_message,device_changed,location_anomaly,voice_risk,message_risk,scenario_type,is_fraud
11287.43,0.94,0,31,0.1588,22,4,12000.0,4800.0,0,0,0,0,3,3,NORMAL,0
2599.71,0.52,0,4,0.1996,21,4,5000.0,2000.0,0,0,0,0,6,13,NORMAL,0
19145.01,6.38,1,0,1.1995,14,2,3000.0,1200.0,1,1,1,0,91,72,EXTREME,1
9703.72,3.23,1,0,0.4757,14,1,3000.0,1200.0,0,0,0,0,6,1,SUSPICIOUS,1
3923.59,1.31,0,20,0.1008,15,6,3000.0,1200.0,0,0,0,0,3,4,NORMAL,0
1717.29,1.14,0,43,0.0666,11,1,1500.0,600.0,0,0,0,0,4,10,NORMAL,0
63325.36,7.92,1,0,0.8619,8,5,8000.0,3200.0,1,1,1,0,93,82,EXTREME,1
1099.06,0.73,0,19,0.1859,18,3,1500.0,600.0,0,0,0,0,15,10,NORMAL,0
1402.85,0.94,0,31,0.1733,18,6,1500.0,600.0,0,0,0,0,2,12,NORMAL,0
12694.51,4.23,1,0,0.3134,2,4,3000.0,1200.0,0,0,1,0,10,1,SUSPICIOUS,1
20455.88,2.56,0,1,0.3765,0,3,8000.0,3200.0,0,0,1,0,43,9,SUSPICIOUS,1
4141.98,0.83,0,25,0.1795,12,0,5000.0,2000.0,0,0,0,0,12,9,NORMAL,0
6582.74,0.82,0,8,0.0402,22,0,8000.0,3200.0,0,0,0,0,4,7,NORMAL,0
7401.88,4.93,0,2,0.4776,19,0,1500.0,600.0,0,0,1,0,40,3,SUSPICIOUS,1
14899.76,2.98,0,1,0.4566,2,0,5000.0,2000.0,0,0,0,0,35,5,SUSPICIOUS,1
34077.46,11.36,1,0,0.8929,14,6,3000.0,1200.0,1,1,0,1,86,72,EXTREME,1
15000.0,10.0,1,0,0.7072,13,2,1500.0,600.0,1,1,1,1,84,77,EXTREME,1
10033.55,0.84,0,40,0.0998,7,6,12000.0,4800.0,0,0,0,0,9,6,NORMAL,0
28275.18,3.53,1,0,0.5592,3,3,8000.0,3200.0,1,1,1,0,50,78,SUSPICIOUS,1
17842.59,11.9,1,0,1.1471,4,3,1500.0,600.0,1,1,1,0,98,83,EXTREME,1
46724.68,5.84,0,1,0.4349,0,2,8000.0,3200.0,0,0,0,0,38,12,SUSPICIOUS,1
6997.14,0.58,0,29,0.1874,9,5,12000.0,4800.0,0,0,0,0,4,8,NORMAL,0
35383.52,11.79,1,0,0.5243,10,3,3000.0,1200.0,1,1,0,0,98,90,EXTREME,1
1221.61,0.81,0,29,0.1933,14,0,1500.0,600.0,0,0,0,0,7,2,NORMAL,0
13381.34,1.12,0,21,0.1799,12,0,12000.0,4800.0,0,0,0,0,0,4,NORMAL,0
6176.71,1.24,0,18,0.0751,11,5,5000.0,2000.0,0,0,0,1,8,3,NORMAL,0
7284.67,0.91,0,6,0.0952,9,3,8000.0,3200.0,0,0,0,0,14,11,NORMAL,0
11360.72,3.79,1,0,0.2412,1,1,3000.0,1200.0,0,0,1,0,0,40,SUSPICIOUS,1
10894.8,1.36,0,13,0.2355,8,4,8000.0,3200.0,0,0,0,0,13,7,NORMAL,0
17247.01,3.45,1,0,0.3491,0,1,5000.0,2000.0,1,0,1,0,68,12,SUSPICIOUS,1
5533.22,1.11,0,21,0.1087,21,0,5000.0,2000.0,0,0,0,0,11,6,NORMAL,0
10698.26,0.89,0,25,0.1643,22,6,12000.0,4800.0,0,0,0,0,6,7,NORMAL,0
1833.39,1.22,0,24,0.1735,7,2,1500.0,600.0,0,0,0,0,0,12,NORMAL,0
1604.18,1.07,0,17,0.1282,8,1,1500.0,600.0,0,0,1,0,8,2,NORMAL,0
5007.38,0.42,0,25,0.1363,9,4,12000.0,4800.0,0,0,0,0,3,4,NORMAL,0
14533.02,1.21,0,29,0.1791,11,1,12000.0,4800.0,0,0,0,0,9,8,NORMAL,0
76846.44,9.61,1,0,0.9883,10,3,8000.0,3200.0,1,1,1,1,88,77,EXTREME,1
14707.07,1.23,0,8,0.0745,21,2,12000.0,4800.0,0,0,0,0,13,3,NORMAL,0
2605.57,0.87,0,31,0.0957,10,0,3000.0,1200.0,0,0,0,0,5,9,NORMAL,0
636.23,0.42,0,22,0.0711,14,2,1500.0,600.0,0,0,0,0,12,1,NORMAL,0
2508.34,0.84,1,0,0.1249,21,4,3000.0,1200.0,0,0,0,0,7,3,NORMAL,0
15000.0,5.0,1,0,0.4493,7,1,3000.0,1200.0,1,1,1,0,86,82,EXTREME,1
1696.0,1.13,0,18,0.2327,9,0,1500.0,600.0,0,0,0,0,2,6,NORMAL,0
1469.1,0.49,1,0,0.2179,17,0,3000.0,1200.0,0,0,0,0,1,14,NORMAL,0
4597.5,0.57,0,27,0.1442,19,5,8000.0,3200.0,0,0,0,0,13,5,NORMAL,0
4859.59,0.97,0,11,0.0473,14,5,5000.0,2000.0,0,0,0,0,9,15,NORMAL,0
4210.54,2.81,1,0,0.3677,3,5,1500.0,600.0,0,0,0,0,17,12,SUSPICIOUS,1
4828.55,0.6,0,38,0.1455,19,2,8000.0,3200.0,0,0,0,0,5,0,NORMAL,0
4880.06,0.98,1,0,0.2482,18,6,5000.0,2000.0,0,0,0,0,7,5,NORMAL,0
3587.18,0.72,0,5,0.2005,14,4,5000.0,2000.0,0,0,0,0,12,11,NORMAL,0
1955.35,0.65,0,39,0.1068,18,4,3000.0,1200.0,0,0,0,0,0,11,NORMAL,0
9878.91,0.82,0,33,0.1538,12,3,12000.0,4800.0,0,0,0,0,1,2,NORMAL,0
886.78,0.59,0,2,0.1097,13,6,1500.0,600.0,0,0,0,0,4,10,NORMAL,0
6705.91,1.34,1,0,0.071,11,6,5000.0,2000.0,0,0,0,0,3,11,NORMAL,0
6870.53,0.86,0,23,0.1034,11,1,8000.0,3200.0,0,0,0,0,13,15,NORMAL,0
59129.54,4.93,0,2,0.2893,2,3,12000.0,4800.0,1,0,0,0,53,40,SUSPICIOUS,1
8502.71,1.06,0,38,0.0468,17,6,8000.0,3200.0,0,0,0,0,7,3,NORMAL,0
4999.48,3.33,0,1,0.4545,1,6,1500.0,600.0,0,0,0,0,20,10,SUSPICIOUS,1
1042.36,0.69,0,8,0.1913,8,3,1500.0,600.0,0,0,0,0,14,13,NORMAL,0
6249.9,0.78,0,24,0.1547,10,6,8000.0,3200.0,0,0,0,0,15,7,NORMAL,0
411.78,0.27,0,22,0.0948,10,0,1500.0,600.0,0,0,0,0,10,5,NORMAL,0
1891.86,1.26,0,7,0.111,22,5,1500.0,600.0,0,0,0,0,0,13,NORMAL,0
6301.93,0.79,0,8,0.1095,13,3,8000.0,3200.0,0,0,0,0,8,9,NORMAL,0
7953.11,0.99,0,33,0.0723,18,0,8000.0,3200.0,0,0,0,0,13,2,NORMAL,0
11133.75,0.93,0,8,0.0454,12,5,12000.0,4800.0,0,0,0,0,9,2,NORMAL,0
6544.16,0.82,0,44,0.0957,19,1,8000.0,3200.0,0,0,0,0,11,12,NORMAL,0
3055.57,0.61,0,18,0.0875,15,4,5000.0,2000.0,0,0,0,0,1,4,NORMAL,0
991.37,0.66,0,36,0.1269,14,4,1500.0,600.0,0,0,0,0,1,12,NORMAL,0
5933.24,0.49,0,32,0.1603,14,3,12000.0,4800.0,0,0,0,0,9,2,NORMAL,0
1032.54,0.69,0,35,0.2081,11,0,1500.0,600.0,0,0,0,0,14,5,NORMAL,0
1738.84,0.58,0,10,0.049,9,5,3000.0,1200.0,0,0,0,0,13,6,NORMAL,0
40831.23,3.4,0,1,0.2348,14,4,12000.0,4800.0,1,0,0,0,52,40,SUSPICIOUS,1
8910.66,1.11,0,11,0.0711,10,0,8000.0,3200.0,0,0,0,0,3,9,NORMAL,0
8107.27,1.01,0,43,0.142,22,0,8000.0,3200.0,0,0,0,0,5,8,NORMAL,0
11548.66,1.44,1,0,0.2268,17,5,8000.0,3200.0,0,0,0,0,7,1,NORMAL,0
12854.08,2.57,0,2,0.3244,19,6,5000.0,2000.0,0,0,1,0,3,7,SUSPICIOUS,1
5518.17,1.1,0,28,0.167,9,1,5000.0,2000.0,0,0,0,0,14,6,NORMAL,0
5048.76,0.63,0,25,0.2124,12,0,8000.0,3200.0,0,0,0,0,9,12,NORMAL,0
6051.6,0.5,1,0,0.0805,13,6,12000.0,4800.0,0,0,1,0,1,7,NORMAL,0
2501.79,0.5,0,19,0.1174,21,4,5000.0,2000.0,0,0,0,0,12,3,NORMAL,0
7925.94,0.99,0,13,0.2417,22,4,8000.0,3200.0,0,0,0,0,11,11,NORMAL,0
1031.01,0.69,0,26,0.0504,13,6,1500.0,600.0,0,0,0,0,7,7,NORMAL,0
5825.75,0.73,0,45,0.0419,11,5,8000.0,3200.0,0,0,0,0,5,0,NORMAL,0
4310.65,0.86,0,43,0.0978,19,6,5000.0,2000.0,0,0,0,0,11,14,NORMAL,0
7707.15,0.64,0,27,0.1627,7,4,12000.0,4800.0,0,0,0,0,11,9,NORMAL,0
15000.0,10.0,1,0,0.6212,10,6,1500.0,600.0,1,1,0,0,88,78,EXTREME,1
4737.82,0.95,0,35,0.2007,8,6,5000.0,2000.0,0,0,0,0,12,10,NORMAL,0
47929.13,5.99,1,0,0.3674,14,5,8000.0,3200.0,1,0,0,1,71,10,SUSPICIOUS,1
56809.17,4.73,1,0,0.5763,23,4,12000.0,4800.0,0,0,1,1,45,17,SUSPICIOUS,1
2486.32,0.83,0,37,0.2002,12,5,3000.0,1200.0,0,0,0,0,10,2,NORMAL,0
4910.4,0.98,0,23,0.1181,16,3,5000.0,2000.0,0,0,0,0,3,15,NORMAL,0
10822.51,0.9,0,6,0.1392,13,4,12000.0,4800.0,0,0,0,0,3,12,NORMAL,0
3249.76,1.08,0,14,0.112,21,1,3000.0,1200.0,0,0,0,0,10,5,NORMAL,0
1978.7,0.66,0,5,0.041,15,1,3000.0,1200.0,0,0,0,0,5,5,NORMAL,0
1379.91,0.92,0,29,0.173,19,3,1500.0,600.0,0,0,1,0,15,12,NORMAL,0
823.81,0.16,0,22,0.1989,13,0,5000.0,2000.0,0,0,0,0,0,7,NORMAL,0
2344.64,0.47,0,26,0.1457,16,1,5000.0,2000.0,0,0,0,0,2,1,NORMAL,0
12593.21,1.05,0,23,0.1311,11,2,12000.0,4800.0,0,0,0,0,15,11,NORMAL,0
12367.55,1.55,1,0,0.0871,11,1,8000.0,3200.0,0,0,0,0,0,5,NORMAL,0
670.87,0.45,0,42,0.0937,8,4,1500.0,600.0,0,0,0,1,1,3,NORMAL,0
1049.26,0.7,0,26,0.066,15,3,1500.0,600.0,0,0,0,0,4,6,NORMAL,0
5200.31,1.04,0,8,0.1791,15,4,5000.0,2000.0,0,0,0,0,4,13,NORMAL,0
34944.85,2.91,1,0,0.2425,3,4,12000.0,4800.0,1,0,0,0,51,6,SUSPICIOUS,1
2785.07,0.23,0,15,0.1845,22,2,12000.0,4800.0,0,0,1,0,7,0,NORMAL,0
976.16,0.65,0,44,0.1438,9,6,1500.0,600.0,0,0,0,0,2,3,NORMAL,0
95274.62,11.91,1,0,0.6368,14,0,8000.0,3200.0,1,1,0,0,83,75,EXTREME,1
26527.93,5.31,1,0,0.4954,1,6,5000.0,2000.0,0,0,0,1,1,48,SUSPICIOUS,1
55781.1,11.16,1,0,1.1641,8,5,5000.0,2000.0,1,1,0,1,82,81,EXTREME,1
7139.46,0.89,0,31,0.0971,19,5,8000.0,3200.0,0,0,0,0,15,13,NORMAL,0
1308.52,0.87,0,5,0.2461,12,0,1500.0,600.0,0,0,0,0,13,15,NORMAL,0
2916.03,0.97,0,24,0.1684,11,3,3000.0,1200.0,0,0,0,0,15,3,NORMAL,0
5123.47,3.42,1,0,0.4818,3,5,1500.0,600.0,0,1,1,0,16,79,SUSPICIOUS,1
3735.1,1.25,0,44,0.182,19,1,3000.0,1200.0,0,0,0,0,1,0,NORMAL,0
43852.39,5.48,0,1,0.5006,23,1,8000.0,3200.0,1,1,0,0,52,54,SUSPICIOUS,1
2311.14,0.77,1,0,0.1333,21,0,3000.0,1200.0,0,0,0,0,15,14,NORMAL,0
4288.88,2.86,1,0,0.4229,0,6,1500.0,600.0,1,0,1,0,73,20,SUSPICIOUS,1
2310.71,0.77,0,31,0.2396,18,6,3000.0,1200.0,0,0,0,0,1,7,NORMAL,0
12813.37,1.07,0,44,0.1163,21,0,12000.0,4800.0,0,0,1,0,3,7,NORMAL,0
3842.47,0.77,0,25,0.1874,8,1,5000.0,2000.0,0,0,0,0,15,4,NORMAL,0
22994.92,2.87,1,0,0.275,14,1,8000.0,3200.0,0,0,0,1,47,3,SUSPICIOUS,1
8170.76,0.68,0,30,0.1361,11,3,12000.0,4800.0,0,0,0,0,0,1,NORMAL,0
3509.01,0.29,0,34,0.204,12,5,12000.0,4800.0,0,0,0,0,5,4,NORMAL,0
67073.23,5.59,1,0,0.3539,3,2,12000.0,4800.0,1,0,0,1,56,14,SUSPICIOUS,1
11180.78,0.93,0,34,0.1028,17,5,12000.0,4800.0,0,0,0,0,6,6,NORMAL,0
3976.12,0.8,0,10,0.2461,12,4,5000.0,2000.0,0,0,0,0,10,3,NORMAL,0
10906.84,0.91,0,44,0.1891,16,6,12000.0,4800.0,0,0,0,1,13,0,NORMAL,0
3128.15,1.04,1,0,0.0519,15,6,3000.0,1200.0,0,0,0,0,5,9,NORMAL,0
15000.0,10.0,1,0,0.6361,17,0,1500.0,600.0,1,1,1,0,91,84,EXTREME,1
7575.58,0.63,0,43,0.1579,14,4,12000.0,4800.0,0,0,0,0,9,1,NORMAL,0
29402.08,5.88,1,0,0.4975,3,4,5000.0,2000.0,0,0,0,0,14,20,SUSPICIOUS,1
8998.88,0.75,0,40,0.0813,13,2,12000.0,4800.0,0,0,0,0,14,5,NORMAL,0
2686.4,0.9,0,9,0.1192,20,2,3000.0,1200.0,0,0,0,0,8,4,NORMAL,0
1368.08,0.91,0,11,0.0484,17,4,1500.0,600.0,0,0,0,0,1,9,NORMAL,0
5287.92,1.06,1,0,0.1886,14,1,5000.0,2000.0,0,0,0,0,2,5,NORMAL,0
953.97,0.64,0,15,0.1793,17,2,1500.0,600.0,0,0,0,0,9,6,NORMAL,0
7757.96,0.97,0,43,0.0418,18,3,8000.0,3200.0,0,0,0,0,7,7,NORMAL,0
4667.08,0.93,0,9,0.121,16,0,5000.0,2000.0,0,0,0,0,11,14,NORMAL,0
10863.28,3.62,1,0,0.2384,0,5,3000.0,1200.0,1,0,0,1,75,13,SUSPICIOUS,1
9373.95,1.17,0,6,0.1968,11,0,8000.0,3200.0,0,0,1,0,14,10,NORMAL,0
2216.52,0.74,0,37,0.0548,14,2,3000.0,1200.0,0,0,0,0,13,12,NORMAL,0
5454.81,1.09,1,0,0.1814,7,5,5000.0,2000.0,0,0,0,0,2,1,NORMAL,0
13120.67,1.09,0,45,0.1033,9,2,12000.0,4800.0,0,0,0,0,14,12,NORMAL,0
3535.56,0.44,0,16,0.0686,19,6,8000.0,3200.0,0,0,0,0,9,4,NORMAL,0
4601.21,0.92,0,2,0.1562,11,0,5000.0,2000.0,0,0,0,0,1,0,NORMAL,0
10711.78,0.89,0,21,0.0841,18,1,12000.0,4800.0,0,0,0,0,13,4,NORMAL,0
5294.46,1.06,0,13,0.1809,8,6,5000.0,2000.0,0,0,0,0,14,2,NORMAL,0
1342.7,0.9,0,39,0.1423,17,2,1500.0,600.0,0,0,0,0,4,7,NORMAL,0
4532.68,1.51,0,30,0.109,16,5,3000.0,1200.0,0,0,0,0,4,11,NORMAL,0
3886.62,1.3,1,0,0.0917,14,5,3000.0,1200.0,0,0,0,0,13,8,NORMAL,0
55115.43,11.02,1,0,0.7703,11,6,5000.0,2000.0,1,1,0,1,89,85,EXTREME,1
33442.9,2.79,1,0,0.5306,3,2,12000.0,4800.0,0,0,0,0,20,44,SUSPICIOUS,1
11970.82,1.0,0,39,0.0847,8,4,12000.0,4800.0,0,0,0,0,8,15,NORMAL,0
4117.11,0.51,0,39,0.194,16,1,8000.0,3200.0,0,0,0,0,14,2,NORMAL,0
16403.81,5.47,0,3,0.4737,2,3,3000.0,1200.0,1,0,0,0,71,4,SUSPICIOUS,1
21616.79,4.32,1,0,1.0092,7,0,5000.0,2000.0,1,1,1,0,88,81,EXTREME,1
135141.7,11.26,1,0,0.689,15,3,12000.0,4800.0,1,1,0,1,81,71,EXTREME,1
15860.48,1.32,0,19,0.2153,15,4,12000.0,4800.0,0,0,0,0,5,12,NORMAL,0
1295.9,0.86,0,26,0.2443,14,4,1500.0,600.0,0,0,0,0,12,11,NORMAL,0
8988.38,1.12,0,2,0.1454,11,3,8000.0,3200.0,0,0,0,0,5,7,NORMAL,0
2431.49,0.81,0,12,0.1161,10,5,3000.0,1200.0,0,0,0,0,7,13,NORMAL,0
38906.42,4.86,1,0,0.4363,14,0,8000.0,3200.0,0,1,1,0,43,50,SUSPICIOUS,1
8919.36,0.74,0,12,0.0942,12,4,12000.0,4800.0,0,0,0,0,12,0,NORMAL,0
5315.31,1.06,0,15,0.1343,22,6,5000.0,2000.0,0,0,0,0,15,5,NORMAL,0
31070.79,10.36,1,0,1.0564,5,4,3000.0,1200.0,1,1,1,0,96,78,EXTREME,1
2158.53,0.27,0,6,0.0883,19,1,8000.0,3200.0,0,0,0,0,3,0,NORMAL,0
9192.65,0.77,0,11,0.1672,12,3,12000.0,4800.0,0,0,0,0,1,3,NORMAL,0
15207.06,1.27,0,2,0.2284,20,4,12000.0,4800.0,0,0,0,0,13,11,NORMAL,0
6308.51,0.79,0,32,0.2058,19,2,8000.0,3200.0,0,0,0,0,3,13,NORMAL,0
2345.46,0.78,0,7,0.0995,20,2,3000.0,1200.0,0,0,0,0,6,0,NORMAL,0
9507.2,0.79,0,35,0.0415,13,5,12000.0,4800.0,0,0,0,0,10,13,NORMAL,0
12288.62,1.02,0,36,0.1289,18,4,12000.0,4800.0,0,0,0,0,8,12,NORMAL,0
9393.33,0.78,0,25,0.1574,22,2,12000.0,4800.0,0,0,0,0,9,11,NORMAL,0
1720.11,0.57,0,44,0.065,14,3,3000.0,1200.0,0,0,0,0,5,3,NORMAL,0
52034.15,10.41,1,0,0.8912,21,5,5000.0,2000.0,1,1,1,0,81,75,EXTREME,1
1020.91,0.68,0,32,0.2344,20,0,1500.0,600.0,0,0,0,0,2,8,NORMAL,0
7553.6,5.04,0,2,0.4456,4,5,1500.0,600.0,0,0,0,0,1,5,SUSPICIOUS,1
2661.96,0.89,0,35,0.1001,8,6,3000.0,1200.0,0,0,0,0,7,5,NORMAL,0
8872.14,5.91,1,0,0.3104,14,2,1500.0,600.0,0,1,1,0,12,73,SUSPICIOUS,1
2238.72,1.49,0,37,0.2322,18,2,1500.0,600.0,0,0,0,0,8,7,NORMAL,0
4585.79,0.57,0,18,0.0768,10,4,8000.0,3200.0,0,0,0,0,2,9,NORMAL,0
70181.79,5.85,0,3,0.3001,19,3,12000.0,4800.0,1,0,0,0,50,14,SUSPICIOUS,1
280.89,0.19,0,18,0.0542,14,5,1500.0,600.0,0,0,0,0,7,10,NORMAL,0
13474.52,1.12,1,0,0.2148,14,2,12000.0,4800.0,0,0,0,0,2,12,NORMAL,0
1146.49,0.76,0,13,0.1401,18,1,1500.0,600.0,0,0,0,0,8,5,NORMAL,0
12739.49,4.25,1,0,0.4942,4,1,3000.0,1200.0,1,0,1,1,50,11,SUSPICIOUS,1
15000.0,10.0,1,0,0.9307,19,0,1500.0,600.0,1,1,0,1,97,71,EXTREME,1
3785.7,0.76,0,38,0.2224,22,1,5000.0,2000.0,0,0,0,0,8,12,NORMAL,0
858.53,0.57,0,29,0.1404,8,4,1500.0,600.0,0,0,0,0,11,12,NORMAL,0
10304.54,1.29,0,35,0.1366,7,0,8000.0,3200.0,0,0,0,0,6,12,NORMAL,0
13007.04,1.08,0,13,0.1552,14,2,12000.0,4800.0,0,0,0,0,15,10,NORMAL,0
3503.67,1.17,0,25,0.1167,19,2,3000.0,1200.0,0,0,0,0,14,5,NORMAL,0
3091.25,1.03,0,19,0.2089,20,6,3000.0,1200.0,0,0,0,0,12,6,NORMAL,0
1703.21,0.57,0,2,0.0771,22,1,3000.0,1200.0,0,0,0,0,10,15,NORMAL,0
8626.44,0.72,1,0,0.0608,12,0,12000.0,4800.0,0,0,0,0,6,8,NORMAL,0
7778.75,0.97,0,18,0.1158,15,2,8000.0,3200.0,0,0,0,0,0,13,NORMAL,0
9479.02,0.79,0,38,0.1765,12,6,12000.0,4800.0,0,0,0,0,9,11,NORMAL,0
44909.71,5.61,1,0,0.3146,2,6,8000.0,3200.0,1,1,0,0,56,79,SUSPICIOUS,1
4165.34,2.78,1,0,0.3254,4,5,1500.0,600.0,1,1,0,0,60,68,SUSPICIOUS,1
51879.3,4.32,1,0,0.2669,0,1,12000.0,4800.0,0,0,1,0,8,2,SUSPICIOUS,1
1134.44,0.76,1,0,0.2245,8,0,1500.0,600.0,0,0,0,0,12,2,NORMAL,0
1028.54,0.69,0,26,0.105,14,5,1500.0,600.0,0,0,0,0,9,14,NORMAL,0
7800.0,2.6,1,0,0.5441,23,6,3000.0,1200.0,1,0,0,0,69,17,SUSPICIOUS,1
7387.93,0.62,0,40,0.1359,20,4,12000.0,4800.0,0,0,0,0,9,11,NORMAL,0
1397.3,0.93,0,25,0.1266,11,2,1500.0,600.0,0,0,0,0,0,0,NORMAL,0
1611.66,0.54,0,32,0.1524,22,6,3000.0,1200.0,0,0,1,0,15,9,NORMAL,0
22947.57,4.59,0,3,0.3495,14,4,5000.0,2000.0,1,1,0,1,50,64,SUSPICIOUS,1
5966.76,3.98,1,0,0.5058,4,2,1500.0,600.0,0,0,1,1,17,13,SUSPICIOUS,1
2021.74,0.67,0,42,0.1356,21,2,3000.0,1200.0,0,0,0,0,15,6,NORMAL,0
5974.62,0.5,1,0,0.2442,16,2,12000.0,4800.0,0,0,0,0,4,14,NORMAL,0
1589.68,0.53,1,0,0.0856,20,2,3000.0,1200.0,0,0,0,0,15,11,NORMAL,0
6443.49,1.29,1,0,0.1976,11,0,5000.0,2000.0,0,0,0,0,8,12,NORMAL,0
2708.26,0.9,0,18,0.2116,7,0,3000.0,1200.0,0,0,0,0,7,12,NORMAL,0
4795.69,3.2,1,0,0.2376,3,3,1500.0,600.0,1,0,0,1,54,5,SUSPICIOUS,0
9909.86,0.83,0,32,0.1741,13,2,12000.0,4800.0,0,0,0,0,1,6,NORMAL,0
29086.38,3.64,1,0,0.3104,1,3,8000.0,3200.0,0,0,0,0,0,18,SUSPICIOUS,1
10542.68,0.88,0,7,0.0922,22,0,12000.0,4800.0,0,0,0,0,10,1,NORMAL,0
10650.91,0.89,0,10,0.1424,17,4,12000.0,4800.0,0,0,0,1,11,14,NORMAL,0
7415.6,0.93,0,10,0.0926,8,3,8000.0,3200.0,0,0,0,0,14,9,NORMAL,0
5069.49,0.42,0,24,0.108,21,2,12000.0,4800.0,0,0,0,0,5,2,NORMAL,0
4463.58,0.89,0,31,0.0402,19,5,5000.0,2000.0,0,0,0,0,5,0,NORMAL,0
70923.51,5.91,1,0,0.9768,21,4,12000.0,4800.0,1,1,0,0,92,76,EXTREME,1
9648.05,0.8,0,20,0.1077,17,0,12000.0,4800.0,0,0,1,0,3,2,NORMAL,0
1327.81,0.44,0,14,0.0625,13,0,3000.0,1200.0,0,0,0,0,1,12,NORMAL,0
11855.59,0.99,0,25,0.0864,9,0,12000.0,4800.0,0,0,0,0,6,15,NORMAL,0
5861.7,0.73,0,5,0.1158,20,6,8000.0,3200.0,0,0,0,0,11,1,NORMAL,0
1472.6,0.98,0,21,0.0564,13,4,1500.0,600.0,0,0,0,0,3,3,NORMAL,0
3765.4,1.26,0,44,0.0922,12,4,3000.0,1200.0,0,0,0,0,13,3,NORMAL,0
9940.99,1.24,0,29,0.2254,12,6,8000.0,3200.0,0,0,0,0,5,12,NORMAL,0
9725.7,0.81,0,30,0.236,17,4,12000.0,4800.0,0,0,0,0,10,11,NORMAL,0
5258.24,1.05,0,38,0.1546,19,6,5000.0,2000.0,0,0,0,0,8,11,NORMAL,0
6103.97,0.76,1,0,0.0473,16,4,8000.0,3200.0,0,0,0,0,0,4,NORMAL,0
4498.2,0.9,0,15,0.2197,7,6,5000.0,2000.0,0,0,0,0,8,4,NORMAL,0
1406.99,0.47,0,25,0.2268,14,1,3000.0,1200.0,0,0,0,0,8,9,NORMAL,0
1951.17,0.65,0,22,0.2065,12,3,3000.0,1200.0,0,0,1,0,3,9,NORMAL,0
22197.37,2.77,1,0,0.5084,23,6,8000.0,3200.0,0,0,0,0,42,7,SUSPICIOUS,0
4901.2,0.61,1,0,0.1501,17,4,8000.0,3200.0,0,0,0,0,4,10,NORMAL,0
2262.14,1.51,0,27,0.2439,9,1,1500.0,600.0,0,0,0,0,13,9,NORMAL,0
23301.8,4.66,1,0,0.8572,1,4,5000.0,2000.0,1,1,1,0,92,78,EXTREME,1
15501.35,5.17,1,0,0.2792,14,5,3000.0,1200.0,1,0,1,1,70,16,SUSPICIOUS,1
5648.72,0.71,0,38,0.0588,20,3,8000.0,3200.0,0,0,0,0,11,11,NORMAL,0
1320.75,0.88,0,12,0.2474,21,4,1500.0,600.0,0,0,1,0,4,14,NORMAL,0
3411.95,1.14,0,11,0.1991,9,0,3000.0,1200.0,0,0,0,0,1,7,NORMAL,0
3371.03,0.67,1,0,0.1857,10,2,5000.0,2000.0,0,0,1,0,14,15,NORMAL,0
10095.03,0.84,0,36,0.1499,15,4,12000.0,4800.0,0,0,0,0,15,4,NORMAL,0
10341.6,1.29,0,44,0.1506,15,1,8000.0,3200.0,0,0,0,0,1,9,NORMAL,0
5134.69,1.03,1,0,0.1775,7,0,5000.0,2000.0,0,0,0,0,12,8,NORMAL,0
27624.94,5.52,1,0,0.547,14,1,5000.0,2000.0,0,0,0,0,16,3,SUSPICIOUS,1
8512.6,0.71,0,13,0.0818,21,4,12000.0,4800.0,0,0,0,0,0,1,NORMAL,0
2046.42,0.41,0,12,0.0439,18,2,5000.0,2000.0,0,0,0,0,9,7,NORMAL,0
5680.17,1.14,0,42,0.0941,19,6,5000.0,2000.0,0,0,0,0,0,8,NORMAL,0
74043.63,9.26,1,0,0.4702,12,4,8000.0,3200.0,1,1,0,0,99,90,EXTREME,1
9976.7,0.83,0,21,0.231,17,3,12000.0,4800.0,0,0,0,0,4,6,NORMAL,0
3015.5,1.01,0,21,0.1846,11,3,3000.0,1200.0,0,0,0,0,4,5,NORMAL,0
1417.57,0.95,0,11,0.1927,17,3,1500.0,600.0,0,0,0,0,13,9,NORMAL,0
15159.25,3.03,1,0,0.2526,0,6,5000.0,2000.0,0,1,0,0,19,76,SUSPICIOUS,1
3007.94,1.0,0,24,0.0567,22,1,3000.0,1200.0,0,0,0,0,15,11,NORMAL,0
5892.51,0.74,0,14,0.0875,20,6,8000.0,3200.0,0,0,0,0,0,8,NORMAL,0
3024.71,1.01,0,6,0.0772,21,6,3000.0,1200.0,0,0,0,0,15,10,NORMAL,0
8436.97,1.05,0,4,0.1677,19,5,8000.0,3200.0,0,0,0,0,10,12,NORMAL,0
10601.54,0.88,0,43,0.2239,8,4,12000.0,4800.0,0,0,0,0,3,14,NORMAL,0
2884.98,0.96,0,27,0.2466,8,4,3000.0,1200.0,0,0,0,0,12,1,NORMAL,0
50947.08,10.19,1,0,0.6287,5,3,5000.0,2000.0,1,1,0,0,89,89,EXTREME,1
23125.89,7.71,1,0,0.9169,2,5,3000.0,1200.0,1,1,1,0,96,73,EXTREME,1
9560.18,0.8,0,28,0.1079,7,1,12000.0,4800.0,0,0,0,0,14,6,NORMAL,0
24605.05,4.92,0,1,0.4873,1,0,5000.0,2000.0,1,0,0,0,63,2,SUSPICIOUS,1
